"","height","d13C","age_median","age_min","age_max"
"1762",2002.1,7.11,750.88,747.4,754.32
"1763",2003.1,7.2,750.8,747.31,754.24
"1764",2003.4,4.42,750.77,747.28,754.22
"1765",2003.5,7.34,750.76,747.27,754.21
"1766",2004.7,4.3,750.65,747.15,754.12
"1767",2005.8,5.06,750.56,746.98,753.97
"1768",2005.8,7.14,750.56,746.98,753.97
"1769",2006,6.87,750.54,746.96,753.95
"1770",2006.39,6.89,750.5,746.92,753.92
"1771",2007.14,6.91,750.44,746.83,753.84
"1772",2008,7.03,750.36,746.75,753.78
"1773",2010.28,5.4,750.16,746.56,753.63
"1774",2010.6,7.23,750.13,746.53,753.6
"1775",2011.6,5.19,750.05,746.42,753.52
"1776",2012,6.5,750.01,746.38,753.48
"1777",2016.6,7.2,749.6,745.82,753
"1778",2018.6,6.71,749.42,745.66,752.86
"1779",2020.6,7.18,749.24,745.46,752.69
"1780",2020.67,6.47,749.23,745.45,752.68
"1781",2022.02,7.11,749.11,745.31,752.57
"1782",2022.8,7.19,749.04,745.23,752.5
"1783",2025.6,7.15,748.78,744.95,752.27
"1784",2029.1,7.1,748.47,744.55,751.94
"1785",2037.3,2.3,747.7,743.74,751.29
"1786",2043.7,4.11,747.1,743.08,750.74
"1787",2045.6,4.61,746.92,742.87,750.58
"1788",2046.17,2.26,746.87,742.83,750.55
"1789",2047.4,4.76,746.75,742.68,750.43
"1790",2048.79,3.8,746.62,742.54,750.31
"1791",2048.8,2.6,746.61,742.54,750.31
"1792",2050.2,0.93,746.48,742.42,750.22
"1793",2050.8,1.05,746.42,742.35,750.17
"1794",2051.7,3.68,746.33,742.23,750.06
"1795",2052,2.88,746.3,742.19,750.04
"1796",2052.5,3.43,746.25,742.14,749.99
"1797",2054.5,5.71,746.06,741.91,749.81
"1798",2055.74,2.52,745.94,741.75,749.68
"1799",2058.5,4.06,745.67,741.44,749.45
"1800",2058.6,7.41,745.66,741.42,749.44
"1801",2059.18,3.42,745.6,741.36,749.39
"1802",2059.4,2.76,745.58,741.33,749.37
"1803",2061.5,3.39,745.37,741.09,749.2
"1804",2062,2.84,745.32,741.02,749.14
"1805",2062.92,4.59,745.23,740.93,749.08
"1806",2063.5,3.77,745.17,740.85,749.01
"1807",2063.9,1.6,745.13,740.8,748.98
"1808",2066.4,2.18,744.88,740.46,748.7
"1809",2066.58,3.69,744.87,740.44,748.68
"1810",2066.6,1.67,744.86,740.43,748.68
"1811",2068,2.2,744.72,740.42,748.71
"1812",2068.1,2.33,744.71,740.41,748.7
"1813",2069.2,4,744.6,740.28,748.61
"1814",2069.3,1.35,744.59,740.09,748.42
"1815",2070,0.45,744.52,740,748.36
"1816",2070,0.49,744.52,740,748.36
"1817",2071.8,0.37,744.35,739.92,748.32
"1818",2071.9,2.02,744.33,739.91,748.31
"1819",2072.04,3.69,744.32,739.89,748.3
"1820",2073.6,0.41,744.16,739.68,748.14
"1821",2073.7,0.56,744.15,739.67,748.13
"1822",2074.66,4.12,744.05,739.56,748.05
"1823",2076.2,1.67,743.89,739.27,747.8
"1824",2078,3.49,743.7,739.06,747.63
"1825",2078.1,1.68,743.69,739.05,747.62
"1826",2078.1,1.86,743.69,739.05,747.62
"1827",2079.1,0.96,743.58,738.93,747.52
"1828",2079.1,2.4,743.58,738.93,747.52
"1829",2079.5,0.49,743.54,738.88,747.48
"1830",2080.4,2.78,743.45,738.77,747.39
"1831",2080.4,3.14,743.45,738.77,747.39
"1832",2080.8,0.38,743.41,738.72,747.35
"1833",2080.9,5.62,743.4,738.7,747.34
"1834",2083.8,2.3,743.09,738.34,747.06
"1835",2084.2,3.03,743.05,738.29,747.02
"1836",2084.8,4.17,742.99,738.24,747
"1837",2085.1,3.54,742.96,738.2,746.97
"1838",2085.3,5.95,742.93,738.15,746.93
"1839",2086,4.54,742.86,738.07,746.87
"1840",2086.1,-1.01,742.85,738.06,746.86
"1841",2086.4,4.73,742.82,738.02,746.83
"1842",2086.6,5.21,742.8,738,746.81
"1843",2086.8,4.35,742.78,737.99,746.81
"1844",2087,4.72,742.76,737.97,746.79
"1845",2087.2,2.33,742.73,737.95,746.77
"1846",2089.32,-2.84,742.51,737.66,746.55
"1847",2091.4,5.21,742.28,737.42,746.37
"1848",2092.1,4.5,742.21,737.33,746.3
"1849",2092.23,-3.19,742.2,737.32,746.29
"1850",2092.98,-3.29,742.12,737.22,746.22
"1851",2094.25,-4.04,741.98,737.06,746.09
"1852",2095,4.69,741.9,736.96,746.02
"1853",2095.45,-3.99,741.85,736.9,745.98
"1854",2096.64,-3.98,741.72,736.75,745.86
"1855",2097.1,1.2,741.67,736.69,745.82
"1856",2097.5,-2.22,741.63,736.64,745.79
"1857",2101.6,2.84,741.18,736.02,745.3
"1858",2104,-0.27,740.91,735.73,745.07
"1859",2105.1,1.01,740.79,735.58,744.96
"1860",2106.07,-4.79,740.69,735.44,744.86
"1861",2107.1,-0.12,740.57,735.3,744.76
"1862",2108.76,-3.09,740.39,735.09,744.62
"1863",2109.5,0.08,740.3,735,744.55
"1864",2112,-1.63,740.02,734.7,744.34
"1865",2112.1,-0.28,740.01,734.69,744.33
"1866",2113.4,-0.87,739.86,734.48,744.17
"1867",2114.7,-2.65,739.72,734.32,744.05
"1868",2115.1,-2.45,739.67,734.26,744.01
"1869",2118.52,-1.37,739.28,733.78,743.67
"1870",2120.8,-3.78,739.02,733.46,743.46
"1871",2123.8,-2.6,738.66,733.06,743.18
"1872",2124,-4.37,738.64,733.03,743.16
"1873",2124,-3.68,738.64,733.03,743.16
"1874",2125.3,-4.03,738.48,732.89,743.08
"1875",2126,-4.9,738.4,732.75,742.96
"1876",2126.9,-4.43,738.29,732.66,742.9
"1877",2128.7,-5.42,738.08,732.41,742.73
"1878",2129,-4.84,738.04,732.36,742.7
"1879",2129.3,-5.02,738.01,732.32,742.66
"1880",2130,-5.72,737.93,732.22,742.59
"1881",2130.4,-6.01,737.88,732.16,742.54
"1882",2132.1,-5.57,737.67,731.91,742.36
"1883",2133.4,-6.24,737.51,731.72,742.23
"1884",2133.7,-3,737.47,731.67,742.2
"1885",2134.6,-5.1,737.36,731.51,742.07
"1886",2135,-5.4,737.31,731.45,742.02
"1887",2135.4,-4.79,737.27,731.39,741.98
"1888",2135.9,-5.83,737.2,731.38,741.99
"1889",2135.9,-2.92,737.2,731.38,741.99
"1890",2137.2,-6.48,737.04,731.18,741.85
"1891",2137.4,-5.16,737.02,731.11,741.8
"1892",2137.4,-4.92,737.02,731.11,741.8
"1893",2137.6,-5.44,737,731.08,741.78
"1894",2137.7,-6.11,736.98,731.06,741.77
"1895",2138,-4.92,736.95,731.02,741.73
"1896",2138.3,-5.82,736.91,730.97,741.7
"1897",2138.5,-4.98,736.89,730.94,741.68
"1898",2138.5,-3.52,736.89,730.94,741.68
"1899",2138.7,-5.89,736.86,730.91,741.66
"1900",2139.2,-3.54,736.8,730.84,741.61
"1901",2139.4,-4.65,736.77,730.8,741.59
"1902",2139.5,-5.24,736.76,730.74,741.53
